instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
9632002,37625,MIDCPNIFTY24MAY9300CE,MIDCPNIFTY,0.0,2024-05-27,9300.0,0.05,75,CE,NFO-OPT,NFO
9633282,37630,MIDCPNIFTY24MAY9300PE,MIDCPNIFTY,0.0,2024-05-27,9300.0,0.05,75,PE,NFO-OPT,NFO
9633538,37631,MIDCPNIFTY24MAY9400CE,MIDCPNIFTY,0.0,2024-05-27,9400.0,0.05,75,CE,NFO-OPT,NFO
9635586,37639,MIDCPNIFTY24MAY9400PE,MIDCPNIFTY,0.0,2024-05-27,9400.0,0.05,75,PE,NFO-OPT,NFO
9635842,37640,MIDCPNIFTY24MAY9500CE,MIDCPNIFTY,0.0,2024-05-27,9500.0,0.05,75,CE,NFO-OPT,NFO
9637634,37647,MIDCPNIFTY24MAY9500PE,MIDCPNIFTY,0.0,2024-05-27,9500.0,0.05,75,PE,NFO-OPT,NFO
9637890,37648,MIDCPNIFTY24MAY9525CE,MIDCPNIFTY,0.0,2024-05-27,9525.0,0.05,75,CE,NFO-OPT,NFO
9645570,37678,MIDCPNIFTY24MAY9525PE,MIDCPNIFTY,0.0,2024-05-27,9525.0,0.05,75,PE,NFO-OPT,NFO
9645826,37679,MIDCPNIFTY24MAY9550CE,MIDCPNIFTY,0.0,2024-05-27,9550.0,0.05,75,CE,NFO-OPT,NFO
9648130,37688,MIDCPNIFTY24MAY9550PE,MIDCPNIFTY,0.0,2024-05-27,9550.0,0.05,75,PE,NFO-OPT,NFO
9648386,37689,MIDCPNIFTY24MAY9575CE,MIDCPNIFTY,0.0,2024-05-27,9575.0,0.05,75,CE,NFO-OPT,NFO
9650946,37699,MIDCPNIFTY24MAY9575PE,MIDCPNIFTY,0.0,2024-05-27,9575.0,0.05,75,PE,NFO-OPT,NFO
9651202,37700,MIDCPNIFTY24MAY9600CE,MIDCPNIFTY,0.0,2024-05-27,9600.0,0.05,75,CE,NFO-OPT,NFO
9750530,38088,MIDCPNIFTY24MAY9600PE,MIDCPNIFTY,0.0,2024-05-27,9600.0,0.05,75,PE,NFO-OPT,NFO
9750786,38089,MIDCPNIFTY24MAY9625CE,MIDCPNIFTY,0.0,2024-05-27,9625.0,0.05,75,CE,NFO-OPT,NFO
9817346,38349,MIDCPNIFTY24MAY9625PE,MIDCPNIFTY,0.0,2024-05-27,9625.0,0.05,75,PE,NFO-OPT,NFO
9817602,38350,MIDCPNIFTY24MAY9650CE,MIDCPNIFTY,0.0,2024-05-27,9650.0,0.05,75,CE,NFO-OPT,NFO
9818626,38354,MIDCPNIFTY24MAY9650PE,MIDCPNIFTY,0.0,2024-05-27,9650.0,0.05,75,PE,NFO-OPT,NFO
9818882,38355,MIDCPNIFTY24MAY9675CE,MIDCPNIFTY,0.0,2024-05-27,9675.0,0.05,75,CE,NFO-OPT,NFO
10007810,39093,MIDCPNIFTY24MAY9675PE,MIDCPNIFTY,0.0,2024-05-27,9675.0,0.05,75,PE,NFO-OPT,NFO
10008066,39094,MIDCPNIFTY24MAY9700CE,MIDCPNIFTY,0.0,2024-05-27,9700.0,0.05,75,CE,NFO-OPT,NFO
10008322,39095,MIDCPNIFTY24MAY9700PE,MIDCPNIFTY,0.0,2024-05-27,9700.0,0.05,75,PE,NFO-OPT,NFO
10008578,39096,MIDCPNIFTY24MAY9725CE,MIDCPNIFTY,0.0,2024-05-27,9725.0,0.05,75,CE,NFO-OPT,NFO
10008834,39097,MIDCPNIFTY24MAY9725PE,MIDCPNIFTY,0.0,2024-05-27,9725.0,0.05,75,PE,NFO-OPT,NFO
10009090,39098,MIDCPNIFTY24MAY9750CE,MIDCPNIFTY,0.0,2024-05-27,9750.0,0.05,75,CE,NFO-OPT,NFO
10009602,39100,MIDCPNIFTY24MAY9750PE,MIDCPNIFTY,0.0,2024-05-27,9750.0,0.05,75,PE,NFO-OPT,NFO
10009858,39101,MIDCPNIFTY24MAY9775CE,MIDCPNIFTY,0.0,2024-05-27,9775.0,0.05,75,CE,NFO-OPT,NFO
10060290,39298,MIDCPNIFTY24MAY9775PE,MIDCPNIFTY,0.0,2024-05-27,9775.0,0.05,75,PE,NFO-OPT,NFO
10060546,39299,MIDCPNIFTY24MAY9800CE,MIDCPNIFTY,0.0,2024-05-27,9800.0,0.05,75,CE,NFO-OPT,NFO
10060802,39300,MIDCPNIFTY24MAY9800PE,MIDCPNIFTY,0.0,2024-05-27,9800.0,0.05,75,PE,NFO-OPT,NFO
10061826,39304,MIDCPNIFTY24MAY9825CE,MIDCPNIFTY,0.0,2024-05-27,9825.0,0.05,75,CE,NFO-OPT,NFO
10062594,39307,MIDCPNIFTY24MAY9825PE,MIDCPNIFTY,0.0,2024-05-27,9825.0,0.05,75,PE,NFO-OPT,NFO
10063106,39309,MIDCPNIFTY24MAY9850CE,MIDCPNIFTY,0.0,2024-05-27,9850.0,0.05,75,CE,NFO-OPT,NFO
10063362,39310,MIDCPNIFTY24MAY9850PE,MIDCPNIFTY,0.0,2024-05-27,9850.0,0.05,75,PE,NFO-OPT,NFO
10064130,39313,MIDCPNIFTY24MAY9875CE,MIDCPNIFTY,0.0,2024-05-27,9875.0,0.05,75,CE,NFO-OPT,NFO
10073602,39350,MIDCPNIFTY24MAY9875PE,MIDCPNIFTY,0.0,2024-05-27,9875.0,0.05,75,PE,NFO-OPT,NFO
10073858,39351,MIDCPNIFTY24MAY9900CE,MIDCPNIFTY,0.0,2024-05-27,9900.0,0.05,75,CE,NFO-OPT,NFO
10074114,39352,MIDCPNIFTY24MAY9900PE,MIDCPNIFTY,0.0,2024-05-27,9900.0,0.05,75,PE,NFO-OPT,NFO
10074882,39355,MIDCPNIFTY24MAY9925CE,MIDCPNIFTY,0.0,2024-05-27,9925.0,0.05,75,CE,NFO-OPT,NFO
10075138,39356,MIDCPNIFTY24MAY9925PE,MIDCPNIFTY,0.0,2024-05-27,9925.0,0.05,75,PE,NFO-OPT,NFO
10075650,39358,MIDCPNIFTY24MAY9950CE,MIDCPNIFTY,0.0,2024-05-27,9950.0,0.05,75,CE,NFO-OPT,NFO
10075906,39359,MIDCPNIFTY24MAY9950PE,MIDCPNIFTY,0.0,2024-05-27,9950.0,0.05,75,PE,NFO-OPT,NFO
10076162,39360,MIDCPNIFTY24MAY9975CE,MIDCPNIFTY,0.0,2024-05-27,9975.0,0.05,75,CE,NFO-OPT,NFO
10076418,39361,MIDCPNIFTY24MAY9975PE,MIDCPNIFTY,0.0,2024-05-27,9975.0,0.05,75,PE,NFO-OPT,NFO
10077954,39367,MIDCPNIFTY24MAY10000CE,MIDCPNIFTY,0.0,2024-05-27,10000.0,0.05,75,CE,NFO-OPT,NFO
10161666,39694,MIDCPNIFTY24MAY10000PE,MIDCPNIFTY,0.0,2024-05-27,10000.0,0.05,75,PE,NFO-OPT,NFO
10161922,39695,MIDCPNIFTY24MAY10025CE,MIDCPNIFTY,0.0,2024-05-27,10025.0,0.05,75,CE,NFO-OPT,NFO
10162178,39696,MIDCPNIFTY24MAY10025PE,MIDCPNIFTY,0.0,2024-05-27,10025.0,0.05,75,PE,NFO-OPT,NFO
10162434,39697,MIDCPNIFTY24MAY10050CE,MIDCPNIFTY,0.0,2024-05-27,10050.0,0.05,75,CE,NFO-OPT,NFO
10162690,39698,MIDCPNIFTY24MAY10050PE,MIDCPNIFTY,0.0,2024-05-27,10050.0,0.05,75,PE,NFO-OPT,NFO
10162946,39699,MIDCPNIFTY24MAY10075CE,MIDCPNIFTY,0.0,2024-05-27,10075.0,0.05,75,CE,NFO-OPT,NFO
10360834,40472,MIDCPNIFTY24MAY10075PE,MIDCPNIFTY,0.0,2024-05-27,10075.0,0.05,75,PE,NFO-OPT,NFO
10361090,40473,MIDCPNIFTY24MAY10100CE,MIDCPNIFTY,0.0,2024-05-27,10100.0,0.05,75,CE,NFO-OPT,NFO
10361346,40474,MIDCPNIFTY24MAY10100PE,MIDCPNIFTY,0.0,2024-05-27,10100.0,0.05,75,PE,NFO-OPT,NFO
10361602,40475,MIDCPNIFTY24MAY10125CE,MIDCPNIFTY,0.0,2024-05-27,10125.0,0.05,75,CE,NFO-OPT,NFO
10361858,40476,MIDCPNIFTY24MAY10125PE,MIDCPNIFTY,0.0,2024-05-27,10125.0,0.05,75,PE,NFO-OPT,NFO
10362626,40479,MIDCPNIFTY24MAY10150CE,MIDCPNIFTY,0.0,2024-05-27,10150.0,0.05,75,CE,NFO-OPT,NFO
10362882,40480,MIDCPNIFTY24MAY10150PE,MIDCPNIFTY,0.0,2024-05-27,10150.0,0.05,75,PE,NFO-OPT,NFO
10363906,40484,MIDCPNIFTY24MAY10175CE,MIDCPNIFTY,0.0,2024-05-27,10175.0,0.05,75,CE,NFO-OPT,NFO
11720194,45782,MIDCPNIFTY24MAY10175PE,MIDCPNIFTY,0.0,2024-05-27,10175.0,0.05,75,PE,NFO-OPT,NFO
11721474,45787,MIDCPNIFTY24MAY10200CE,MIDCPNIFTY,0.0,2024-05-27,10200.0,0.05,75,CE,NFO-OPT,NFO
11722754,45792,MIDCPNIFTY24MAY10200PE,MIDCPNIFTY,0.0,2024-05-27,10200.0,0.05,75,PE,NFO-OPT,NFO
11724034,45797,MIDCPNIFTY24MAY10225CE,MIDCPNIFTY,0.0,2024-05-27,10225.0,0.05,75,CE,NFO-OPT,NFO
13816066,53969,MIDCPNIFTY24MAY10225PE,MIDCPNIFTY,0.0,2024-05-27,10225.0,0.05,75,PE,NFO-OPT,NFO
13816578,53971,MIDCPNIFTY24MAY10250CE,MIDCPNIFTY,0.0,2024-05-27,10250.0,0.05,75,CE,NFO-OPT,NFO
14117122,55145,MIDCPNIFTY24MAY10250PE,MIDCPNIFTY,0.0,2024-05-27,10250.0,0.05,75,PE,NFO-OPT,NFO
14117378,55146,MIDCPNIFTY24MAY10275CE,MIDCPNIFTY,0.0,2024-05-27,10275.0,0.05,75,CE,NFO-OPT,NFO
14117634,55147,MIDCPNIFTY24MAY10275PE,MIDCPNIFTY,0.0,2024-05-27,10275.0,0.05,75,PE,NFO-OPT,NFO
14117890,55148,MIDCPNIFTY24MAY10300CE,MIDCPNIFTY,0.0,2024-05-27,10300.0,0.05,75,CE,NFO-OPT,NFO
14222594,55557,MIDCPNIFTY24MAY10300PE,MIDCPNIFTY,0.0,2024-05-27,10300.0,0.05,75,PE,NFO-OPT,NFO
14222850,55558,MIDCPNIFTY24MAY10325CE,MIDCPNIFTY,0.0,2024-05-27,10325.0,0.05,75,CE,NFO-OPT,NFO
14223106,55559,MIDCPNIFTY24MAY10325PE,MIDCPNIFTY,0.0,2024-05-27,10325.0,0.05,75,PE,NFO-OPT,NFO
14223362,55560,MIDCPNIFTY24MAY10350CE,MIDCPNIFTY,0.0,2024-05-27,10350.0,0.05,75,CE,NFO-OPT,NFO
14223618,55561,MIDCPNIFTY24MAY10350PE,MIDCPNIFTY,0.0,2024-05-27,10350.0,0.05,75,PE,NFO-OPT,NFO
14223874,55562,MIDCPNIFTY24MAY10375CE,MIDCPNIFTY,0.0,2024-05-27,10375.0,0.05,75,CE,NFO-OPT,NFO
14224130,55563,MIDCPNIFTY24MAY10375PE,MIDCPNIFTY,0.0,2024-05-27,10375.0,0.05,75,PE,NFO-OPT,NFO
14224386,55564,MIDCPNIFTY24MAY10400CE,MIDCPNIFTY,0.0,2024-05-27,10400.0,0.05,75,CE,NFO-OPT,NFO
14224642,55565,MIDCPNIFTY24MAY10400PE,MIDCPNIFTY,0.0,2024-05-27,10400.0,0.05,75,PE,NFO-OPT,NFO
14224898,55566,MIDCPNIFTY24MAY10425CE,MIDCPNIFTY,0.0,2024-05-27,10425.0,0.05,75,CE,NFO-OPT,NFO
14225154,55567,MIDCPNIFTY24MAY10425PE,MIDCPNIFTY,0.0,2024-05-27,10425.0,0.05,75,PE,NFO-OPT,NFO
14225410,55568,MIDCPNIFTY24MAY10450CE,MIDCPNIFTY,0.0,2024-05-27,10450.0,0.05,75,CE,NFO-OPT,NFO
14225666,55569,MIDCPNIFTY24MAY10450PE,MIDCPNIFTY,0.0,2024-05-27,10450.0,0.05,75,PE,NFO-OPT,NFO
14225922,55570,MIDCPNIFTY24MAY10475CE,MIDCPNIFTY,0.0,2024-05-27,10475.0,0.05,75,CE,NFO-OPT,NFO
14226178,55571,MIDCPNIFTY24MAY10475PE,MIDCPNIFTY,0.0,2024-05-27,10475.0,0.05,75,PE,NFO-OPT,NFO
14226434,55572,MIDCPNIFTY24MAY10500CE,MIDCPNIFTY,0.0,2024-05-27,10500.0,0.05,75,CE,NFO-OPT,NFO
14226690,55573,MIDCPNIFTY24MAY10500PE,MIDCPNIFTY,0.0,2024-05-27,10500.0,0.05,75,PE,NFO-OPT,NFO
14226946,55574,MIDCPNIFTY24MAY10525CE,MIDCPNIFTY,0.0,2024-05-27,10525.0,0.05,75,CE,NFO-OPT,NFO
14227202,55575,MIDCPNIFTY24MAY10525PE,MIDCPNIFTY,0.0,2024-05-27,10525.0,0.05,75,PE,NFO-OPT,NFO
14227458,55576,MIDCPNIFTY24MAY10550CE,MIDCPNIFTY,0.0,2024-05-27,10550.0,0.05,75,CE,NFO-OPT,NFO
14227714,55577,MIDCPNIFTY24MAY10550PE,MIDCPNIFTY,0.0,2024-05-27,10550.0,0.05,75,PE,NFO-OPT,NFO
14228994,55582,MIDCPNIFTY24MAY10575CE,MIDCPNIFTY,0.0,2024-05-27,10575.0,0.05,75,CE,NFO-OPT,NFO
14229250,55583,MIDCPNIFTY24MAY10575PE,MIDCPNIFTY,0.0,2024-05-27,10575.0,0.05,75,PE,NFO-OPT,NFO
14229506,55584,MIDCPNIFTY24MAY10600CE,MIDCPNIFTY,0.0,2024-05-27,10600.0,0.05,75,CE,NFO-OPT,NFO
14229762,55585,MIDCPNIFTY24MAY10600PE,MIDCPNIFTY,0.0,2024-05-27,10600.0,0.05,75,PE,NFO-OPT,NFO
14230018,55586,MIDCPNIFTY24MAY10625CE,MIDCPNIFTY,0.0,2024-05-27,10625.0,0.05,75,CE,NFO-OPT,NFO
14230274,55587,MIDCPNIFTY24MAY10625PE,MIDCPNIFTY,0.0,2024-05-27,10625.0,0.05,75,PE,NFO-OPT,NFO
14230530,55588,MIDCPNIFTY24MAY10650CE,MIDCPNIFTY,0.0,2024-05-27,10650.0,0.05,75,CE,NFO-OPT,NFO
14230786,55589,MIDCPNIFTY24MAY10650PE,MIDCPNIFTY,0.0,2024-05-27,10650.0,0.05,75,PE,NFO-OPT,NFO
14231042,55590,MIDCPNIFTY24MAY10675CE,MIDCPNIFTY,0.0,2024-05-27,10675.0,0.05,75,CE,NFO-OPT,NFO
14231298,55591,MIDCPNIFTY24MAY10675PE,MIDCPNIFTY,0.0,2024-05-27,10675.0,0.05,75,PE,NFO-OPT,NFO
14231554,55592,MIDCPNIFTY24MAY10700CE,MIDCPNIFTY,0.0,2024-05-27,10700.0,0.05,75,CE,NFO-OPT,NFO
14231810,55593,MIDCPNIFTY24MAY10700PE,MIDCPNIFTY,0.0,2024-05-27,10700.0,0.05,75,PE,NFO-OPT,NFO
14232066,55594,MIDCPNIFTY24MAY10725CE,MIDCPNIFTY,0.0,2024-05-27,10725.0,0.05,75,CE,NFO-OPT,NFO
14232322,55595,MIDCPNIFTY24MAY10725PE,MIDCPNIFTY,0.0,2024-05-27,10725.0,0.05,75,PE,NFO-OPT,NFO
14232578,55596,MIDCPNIFTY24MAY10750CE,MIDCPNIFTY,0.0,2024-05-27,10750.0,0.05,75,CE,NFO-OPT,NFO
14232834,55597,MIDCPNIFTY24MAY10750PE,MIDCPNIFTY,0.0,2024-05-27,10750.0,0.05,75,PE,NFO-OPT,NFO
14233090,55598,MIDCPNIFTY24MAY10775CE,MIDCPNIFTY,0.0,2024-05-27,10775.0,0.05,75,CE,NFO-OPT,NFO
14233346,55599,MIDCPNIFTY24MAY10775PE,MIDCPNIFTY,0.0,2024-05-27,10775.0,0.05,75,PE,NFO-OPT,NFO
14233602,55600,MIDCPNIFTY24MAY10800CE,MIDCPNIFTY,0.0,2024-05-27,10800.0,0.05,75,CE,NFO-OPT,NFO
14233858,55601,MIDCPNIFTY24MAY10800PE,MIDCPNIFTY,0.0,2024-05-27,10800.0,0.05,75,PE,NFO-OPT,NFO
14234114,55602,MIDCPNIFTY24MAY10825CE,MIDCPNIFTY,0.0,2024-05-27,10825.0,0.05,75,CE,NFO-OPT,NFO
14234370,55603,MIDCPNIFTY24MAY10825PE,MIDCPNIFTY,0.0,2024-05-27,10825.0,0.05,75,PE,NFO-OPT,NFO
14234626,55604,MIDCPNIFTY24MAY10850CE,MIDCPNIFTY,0.0,2024-05-27,10850.0,0.05,75,CE,NFO-OPT,NFO
14234882,55605,MIDCPNIFTY24MAY10850PE,MIDCPNIFTY,0.0,2024-05-27,10850.0,0.05,75,PE,NFO-OPT,NFO
14235138,55606,MIDCPNIFTY24MAY10875CE,MIDCPNIFTY,0.0,2024-05-27,10875.0,0.05,75,CE,NFO-OPT,NFO
14235394,55607,MIDCPNIFTY24MAY10875PE,MIDCPNIFTY,0.0,2024-05-27,10875.0,0.05,75,PE,NFO-OPT,NFO
14235650,55608,MIDCPNIFTY24MAY10900CE,MIDCPNIFTY,0.0,2024-05-27,10900.0,0.05,75,CE,NFO-OPT,NFO
14235906,55609,MIDCPNIFTY24MAY10900PE,MIDCPNIFTY,0.0,2024-05-27,10900.0,0.05,75,PE,NFO-OPT,NFO
14236162,55610,MIDCPNIFTY24MAY10925CE,MIDCPNIFTY,0.0,2024-05-27,10925.0,0.05,75,CE,NFO-OPT,NFO
14236418,55611,MIDCPNIFTY24MAY10925PE,MIDCPNIFTY,0.0,2024-05-27,10925.0,0.05,75,PE,NFO-OPT,NFO
14236674,55612,MIDCPNIFTY24MAY10950CE,MIDCPNIFTY,0.0,2024-05-27,10950.0,0.05,75,CE,NFO-OPT,NFO
14236930,55613,MIDCPNIFTY24MAY10950PE,MIDCPNIFTY,0.0,2024-05-27,10950.0,0.05,75,PE,NFO-OPT,NFO
14237186,55614,MIDCPNIFTY24MAY10975CE,MIDCPNIFTY,0.0,2024-05-27,10975.0,0.05,75,CE,NFO-OPT,NFO
14237442,55615,MIDCPNIFTY24MAY10975PE,MIDCPNIFTY,0.0,2024-05-27,10975.0,0.05,75,PE,NFO-OPT,NFO
14237698,55616,MIDCPNIFTY24MAY11000CE,MIDCPNIFTY,0.0,2024-05-27,11000.0,0.05,75,CE,NFO-OPT,NFO
14237954,55617,MIDCPNIFTY24MAY11000PE,MIDCPNIFTY,0.0,2024-05-27,11000.0,0.05,75,PE,NFO-OPT,NFO
14238210,55618,MIDCPNIFTY24MAY11025CE,MIDCPNIFTY,0.0,2024-05-27,11025.0,0.05,75,CE,NFO-OPT,NFO
14238466,55619,MIDCPNIFTY24MAY11025PE,MIDCPNIFTY,0.0,2024-05-27,11025.0,0.05,75,PE,NFO-OPT,NFO
14238722,55620,MIDCPNIFTY24MAY11050CE,MIDCPNIFTY,0.0,2024-05-27,11050.0,0.05,75,CE,NFO-OPT,NFO
14238978,55621,MIDCPNIFTY24MAY11050PE,MIDCPNIFTY,0.0,2024-05-27,11050.0,0.05,75,PE,NFO-OPT,NFO
14239234,55622,MIDCPNIFTY24MAY11075CE,MIDCPNIFTY,0.0,2024-05-27,11075.0,0.05,75,CE,NFO-OPT,NFO
14239490,55623,MIDCPNIFTY24MAY11075PE,MIDCPNIFTY,0.0,2024-05-27,11075.0,0.05,75,PE,NFO-OPT,NFO
14239746,55624,MIDCPNIFTY24MAY11100CE,MIDCPNIFTY,0.0,2024-05-27,11100.0,0.05,75,CE,NFO-OPT,NFO
14240002,55625,MIDCPNIFTY24MAY11100PE,MIDCPNIFTY,0.0,2024-05-27,11100.0,0.05,75,PE,NFO-OPT,NFO
14240258,55626,MIDCPNIFTY24MAY11125CE,MIDCPNIFTY,0.0,2024-05-27,11125.0,0.05,75,CE,NFO-OPT,NFO
14240514,55627,MIDCPNIFTY24MAY11125PE,MIDCPNIFTY,0.0,2024-05-27,11125.0,0.05,75,PE,NFO-OPT,NFO
14240770,55628,MIDCPNIFTY24MAY11150CE,MIDCPNIFTY,0.0,2024-05-27,11150.0,0.05,75,CE,NFO-OPT,NFO
14241026,55629,MIDCPNIFTY24MAY11150PE,MIDCPNIFTY,0.0,2024-05-27,11150.0,0.05,75,PE,NFO-OPT,NFO
14241282,55630,MIDCPNIFTY24MAY11175CE,MIDCPNIFTY,0.0,2024-05-27,11175.0,0.05,75,CE,NFO-OPT,NFO
14241538,55631,MIDCPNIFTY24MAY11175PE,MIDCPNIFTY,0.0,2024-05-27,11175.0,0.05,75,PE,NFO-OPT,NFO
14241794,55632,MIDCPNIFTY24MAY11200CE,MIDCPNIFTY,0.0,2024-05-27,11200.0,0.05,75,CE,NFO-OPT,NFO
14242050,55633,MIDCPNIFTY24MAY11200PE,MIDCPNIFTY,0.0,2024-05-27,11200.0,0.05,75,PE,NFO-OPT,NFO
14242306,55634,MIDCPNIFTY24MAY11225CE,MIDCPNIFTY,0.0,2024-05-27,11225.0,0.05,75,CE,NFO-OPT,NFO
14242562,55635,MIDCPNIFTY24MAY11225PE,MIDCPNIFTY,0.0,2024-05-27,11225.0,0.05,75,PE,NFO-OPT,NFO
14242818,55636,MIDCPNIFTY24MAY11250CE,MIDCPNIFTY,0.0,2024-05-27,11250.0,0.05,75,CE,NFO-OPT,NFO
14243074,55637,MIDCPNIFTY24MAY11250PE,MIDCPNIFTY,0.0,2024-05-27,11250.0,0.05,75,PE,NFO-OPT,NFO
14243330,55638,MIDCPNIFTY24MAY11275CE,MIDCPNIFTY,0.0,2024-05-27,11275.0,0.05,75,CE,NFO-OPT,NFO
14243586,55639,MIDCPNIFTY24MAY11275PE,MIDCPNIFTY,0.0,2024-05-27,11275.0,0.05,75,PE,NFO-OPT,NFO
14243842,55640,MIDCPNIFTY24MAY11300CE,MIDCPNIFTY,0.0,2024-05-27,11300.0,0.05,75,CE,NFO-OPT,NFO
14244098,55641,MIDCPNIFTY24MAY11300PE,MIDCPNIFTY,0.0,2024-05-27,11300.0,0.05,75,PE,NFO-OPT,NFO
14244354,55642,MIDCPNIFTY24MAY11325CE,MIDCPNIFTY,0.0,2024-05-27,11325.0,0.05,75,CE,NFO-OPT,NFO
14244610,55643,MIDCPNIFTY24MAY11325PE,MIDCPNIFTY,0.0,2024-05-27,11325.0,0.05,75,PE,NFO-OPT,NFO
14244866,55644,MIDCPNIFTY24MAY11350CE,MIDCPNIFTY,0.0,2024-05-27,11350.0,0.05,75,CE,NFO-OPT,NFO
14245122,55645,MIDCPNIFTY24MAY11350PE,MIDCPNIFTY,0.0,2024-05-27,11350.0,0.05,75,PE,NFO-OPT,NFO
14245378,55646,MIDCPNIFTY24MAY11375CE,MIDCPNIFTY,0.0,2024-05-27,11375.0,0.05,75,CE,NFO-OPT,NFO
14245634,55647,MIDCPNIFTY24MAY11375PE,MIDCPNIFTY,0.0,2024-05-27,11375.0,0.05,75,PE,NFO-OPT,NFO
14245890,55648,MIDCPNIFTY24MAY11400CE,MIDCPNIFTY,0.0,2024-05-27,11400.0,0.05,75,CE,NFO-OPT,NFO
14246146,55649,MIDCPNIFTY24MAY11400PE,MIDCPNIFTY,0.0,2024-05-27,11400.0,0.05,75,PE,NFO-OPT,NFO
14246402,55650,MIDCPNIFTY24MAY11425CE,MIDCPNIFTY,0.0,2024-05-27,11425.0,0.05,75,CE,NFO-OPT,NFO
14246658,55651,MIDCPNIFTY24MAY11425PE,MIDCPNIFTY,0.0,2024-05-27,11425.0,0.05,75,PE,NFO-OPT,NFO
14246914,55652,MIDCPNIFTY24MAY11450CE,MIDCPNIFTY,0.0,2024-05-27,11450.0,0.05,75,CE,NFO-OPT,NFO
14247170,55653,MIDCPNIFTY24MAY11450PE,MIDCPNIFTY,0.0,2024-05-27,11450.0,0.05,75,PE,NFO-OPT,NFO
14247426,55654,MIDCPNIFTY24MAY11475CE,MIDCPNIFTY,0.0,2024-05-27,11475.0,0.05,75,CE,NFO-OPT,NFO
14247682,55655,MIDCPNIFTY24MAY11475PE,MIDCPNIFTY,0.0,2024-05-27,11475.0,0.05,75,PE,NFO-OPT,NFO
14247938,55656,MIDCPNIFTY24MAY11500CE,MIDCPNIFTY,0.0,2024-05-27,11500.0,0.05,75,CE,NFO-OPT,NFO
14248194,55657,MIDCPNIFTY24MAY11500PE,MIDCPNIFTY,0.0,2024-05-27,11500.0,0.05,75,PE,NFO-OPT,NFO
14248450,55658,MIDCPNIFTY24MAY11525CE,MIDCPNIFTY,0.0,2024-05-27,11525.0,0.05,75,CE,NFO-OPT,NFO
14248706,55659,MIDCPNIFTY24MAY11525PE,MIDCPNIFTY,0.0,2024-05-27,11525.0,0.05,75,PE,NFO-OPT,NFO
14248962,55660,MIDCPNIFTY24MAY11550CE,MIDCPNIFTY,0.0,2024-05-27,11550.0,0.05,75,CE,NFO-OPT,NFO
14249218,55661,MIDCPNIFTY24MAY11550PE,MIDCPNIFTY,0.0,2024-05-27,11550.0,0.05,75,PE,NFO-OPT,NFO
14249474,55662,MIDCPNIFTY24MAY11575CE,MIDCPNIFTY,0.0,2024-05-27,11575.0,0.05,75,CE,NFO-OPT,NFO
14249730,55663,MIDCPNIFTY24MAY11575PE,MIDCPNIFTY,0.0,2024-05-27,11575.0,0.05,75,PE,NFO-OPT,NFO
14249986,55664,MIDCPNIFTY24MAY11600CE,MIDCPNIFTY,0.0,2024-05-27,11600.0,0.05,75,CE,NFO-OPT,NFO
14250242,55665,MIDCPNIFTY24MAY11600PE,MIDCPNIFTY,0.0,2024-05-27,11600.0,0.05,75,PE,NFO-OPT,NFO
14250498,55666,MIDCPNIFTY24MAY11625CE,MIDCPNIFTY,0.0,2024-05-27,11625.0,0.05,75,CE,NFO-OPT,NFO
14250754,55667,MIDCPNIFTY24MAY11625PE,MIDCPNIFTY,0.0,2024-05-27,11625.0,0.05,75,PE,NFO-OPT,NFO
14251010,55668,MIDCPNIFTY24MAY11650CE,MIDCPNIFTY,0.0,2024-05-27,11650.0,0.05,75,CE,NFO-OPT,NFO
14251266,55669,MIDCPNIFTY24MAY11650PE,MIDCPNIFTY,0.0,2024-05-27,11650.0,0.05,75,PE,NFO-OPT,NFO
14251522,55670,MIDCPNIFTY24MAY11675CE,MIDCPNIFTY,0.0,2024-05-27,11675.0,0.05,75,CE,NFO-OPT,NFO
14251778,55671,MIDCPNIFTY24MAY11675PE,MIDCPNIFTY,0.0,2024-05-27,11675.0,0.05,75,PE,NFO-OPT,NFO
14252034,55672,MIDCPNIFTY24MAY11700CE,MIDCPNIFTY,0.0,2024-05-27,11700.0,0.05,75,CE,NFO-OPT,NFO
14252290,55673,MIDCPNIFTY24MAY11700PE,MIDCPNIFTY,0.0,2024-05-27,11700.0,0.05,75,PE,NFO-OPT,NFO
14252546,55674,MIDCPNIFTY24MAY11725CE,MIDCPNIFTY,0.0,2024-05-27,11725.0,0.05,75,CE,NFO-OPT,NFO
14252802,55675,MIDCPNIFTY24MAY11725PE,MIDCPNIFTY,0.0,2024-05-27,11725.0,0.05,75,PE,NFO-OPT,NFO
14253058,55676,MIDCPNIFTY24MAY11750CE,MIDCPNIFTY,0.0,2024-05-27,11750.0,0.05,75,CE,NFO-OPT,NFO
14253314,55677,MIDCPNIFTY24MAY11750PE,MIDCPNIFTY,0.0,2024-05-27,11750.0,0.05,75,PE,NFO-OPT,NFO
14254082,55680,MIDCPNIFTY24MAY11800CE,MIDCPNIFTY,0.0,2024-05-27,11800.0,0.05,75,CE,NFO-OPT,NFO
14254338,55681,MIDCPNIFTY24MAY11800PE,MIDCPNIFTY,0.0,2024-05-27,11800.0,0.05,75,PE,NFO-OPT,NFO
